Client Number	Status	Age	Gender	Dependent	Education	Marital_Status	Income Level	Card Category	Monthly Transaction	Total_Relationship_Count	Months Inactive 12M	Contacts Count 12M	Credit Limit	Total Revolving Bal	Total Open To Buy	Total Trans Amt	Zipcode	Tenure Year
771092433	Existing Customer	55	F	2	Graduate	Single	Less than $40K	Blue	42	4	3	3	1724	0	1724	4434	14228	8
771097683	Attrited Customer	43	M	2	High School	Single	$120K +	Blue	30	1	2	2	10896	2517	8379	4935	12086	4
771099183	Existing Customer	37	F	2	Graduate	Single	Less than $40K	Blue	24	5	2	3	8444	1945	6499	2497	12084	9
771106458	Existing Customer	54	F	4	College	Married	Less than $40K	Blue	41	1	5	2	2444	1313	1131	4609	12085	6
771108933	Existing Customer	47	F	4	Graduate	Married	Less than $40K	Blue	34	5	3	4	1926	879	1047	4385	12082	1
771163533	Existing Customer	52	F	1	Unknown	Married	$40K - $60K	Blue	39	3	2	1	1438.3	635	803.3	4617	14020	1
771169458	Existing Customer	41	M	4	College	Married	$120K +	Blue	28	5	3	0	28020	1470	26550	1723	14021	6
771180033	Existing Customer	47	F	4	Unknown	Divorced	$40K - $60K	Blue	34	6	1	2	3502	1851	1651	1814	14027	0
771183933	Existing Customer	39	M	1	Uneducated	Married	$80K - $120K	Blue	26	6	2	3	16040	1220	14820	1923	14024	8
771190083	Existing Customer	36	F	3	Post-Graduate	Single	Less than $40K	Blue	23	6	2	1	2410	1705	705	2505	14028	7
771196083	Existing Customer	47	M	4	Graduate	Married	$80K - $120K	Blue	34	6	3	3	18178	0	18178	1837	14029	2
771197433	Existing Customer	54	F	1	Graduate	Married	Less than $40K	Blue	41	3	2	4	4658	588	4070	1351	13217	8
771201408	Existing Customer	53	F	3	Graduate	Divorced	Less than $40K	Blue	40	3	2	3	2684	2126	558	5299	13835	6
771204108	Existing Customer	36	F	2	Uneducated	Single	Unknown	Blue	23	3	1	0	1954	1179	775	3896	12008	7
771212508	Existing Customer	34	F	2	Unknown	Single	Less than $40K	Blue	21	6	3	4	6131	1270	4861	2825	12009	6
771214083	Existing Customer	45	M	2	High School	Unknown	$60K - $80K	Blue	32	1	2	3	1870	0	1870	4891	14877	1
771215583	Existing Customer	39	M	3	High School	Single	$60K - $80K	Blue	26	6	1	4	24534	1475	23059	3505	13066	0
771217758	Existing Customer	44	F	2	High School	Single	Less than $40K	Blue	31	3	2	3	4182	2028	2154	16920	13063	4
771219033	Existing Customer	42	M	1	Uneducated	Unknown	$80K - $120K	Blue	29	4	3	3	17506	1979	15527	4199	13061	2
771220758	Existing Customer	40	F	3	Doctorate	Single	Unknown	Blue	27	1	1	2	2896	2100	796	4614	13060	6
771222558	Existing Customer	45	F	3	Graduate	Unknown	Less than $40K	Blue	32	6	1	3	2900	2018	882	4467	13069	2
771224358	Existing Customer	54	F	4	Unknown	Married	Less than $40K	Blue	41	3	1	3	2028	0	2028	4030	13068	5
771228183	Existing Customer	30	F	0	Graduate	Divorced	Less than $40K	Blue	17	4	1	3	4704	0	4704	3294	12828	1
771230508	Existing Customer	46	F	4	College	Married	$40K - $60K	Blue	33	4	1	1	2423	429	1994	4717	12824	5
771232533	Existing Customer	46	F	2	Graduate	Married	Less than $40K	Blue	33	3	3	3	2267	1283	984	4249	12827	1
771234558	Existing Customer	65	F	0	Graduate	Single	Less than $40K	Blue	56	6	3	2	7478	0	7478	2213	12820	9
771237933	Existing Customer	47	M	1	Uneducated	Unknown	$80K - $120K	Blue	34	4	1	3	20620	1085	19535	1477	12821	1
771244383	Existing Customer	52	F	1	College	Unknown	Less than $40K	Blue	39	1	2	1	8506	0	8506	14289	12822	8
771246708	Existing Customer	40	M	5	Graduate	Unknown	$120K +	Blue	27	5	2	3	31954	2297	29657	4371	12823	10
771284658	Attrited Customer	47	F	1	Unknown	Married	Less than $40K	Blue	35	6	2	4	1850	896	954	2613	13650	2
771288258	Existing Customer	48	F	3	Unknown	Unknown	$40K - $60K	Blue	36	6	2	2	2545	1894	651	4660	13651	7
771292233	Existing Customer	48	F	1	Unknown	Single	Less than $40K	Blue	36	1	1	2	3918	813	3105	15867	13652	4
771304383	Existing Customer	45	F	3	High School	Married	Less than $40K	Blue	33	1	2	3	4174	2507	1667	7905	13654	1
771330558	Existing Customer	51	M	4	High School	Married	$60K - $80K	Blue	38	5	2	3	10462	1824	8638	1267	13655	5
771332283	Existing Customer	50	M	4	Graduate	Married	$80K - $120K	Blue	38	5	1	3	4601	2517	2084	5056	13454	8
771335358	Existing Customer	37	M	2	College	Divorced	$40K - $60K	Blue	24	3	3	4	8120	2098	6022	3161	14135	4
771336783	Existing Customer	51	F	3	High School	Single	Less than $40K	Blue	38	1	3	2	1759	1345	414	4351	13647	6
771338658	Existing Customer	46	M	2	High School	Married	$80K - $120K	Blue	30	6	3	1	11670	915	10755	4277	13646	2
771342183	Attrited Customer	53	F	3	Graduate	Single	$40K - $60K	Blue	40	6	3	2	1625	0	1625	2314	13645	6
771349458	Existing Customer	33	M	2	Graduate	Married	$40K - $60K	Blue	20	4	3	3	5657	1792	3865	1914	13643	4
771354633	Existing Customer	58	M	1	College	Single	$80K - $120K	Blue	45	5	3	4	1854	1480	374	3292	13642	7
771356508	Existing Customer	41	F	5	Graduate	Married	Less than $40K	Blue	28	2	3	1	2665	1936	729	4500	13641	8
771359958	Existing Customer	39	M	4	Unknown	Single	$120K +	Silver	26	6	2	2	34516	2517	31999	1689	13640	8
771400608	Existing Customer	56	F	2	Graduate	Married	Unknown	Blue	44	2	1	2	8204	1375	6829	4727	13649	0
771403008	Existing Customer	52	M	2	Graduate	Unknown	$60K - $80K	Blue	40	4	1	3	7215	0	7215	4409	13648	4
771408483	Existing Customer	48	M	5	Unknown	Unknown	$60K - $80K	Blue	36	4	1	2	4100	1956	2144	3584	12414	7
771411408	Attrited Customer	50	M	1	Post-Graduate	Unknown	$80K - $120K	Blue	38	2	3	4	2673	0	2673	4929	12939	4
771420708	Existing Customer	42	F	4	Unknown	Single	Less than $40K	Blue	30	3	2	1	1446	621	825	4860	14150	7
771422883	Attrited Customer	57	F	3	Graduate	Married	Less than $40K	Blue	45	1	4	2	1759	186	1573	2705	14151	2
771424908	Attrited Customer	38	M	2	Unknown	Unknown	$60K - $80K	Blue	26	2	2	3	11252	1129	10123	1766	14485	5
771429408	Existing Customer	54	M	1	High School	Married	$80K - $120K	Blue	42	5	3	2	1618	668	950	1515	14486	6
771431133	Existing Customer	47	F	4	Graduate	Unknown	Less than $40K	Blue	35	4	2	4	1438.3	0	1438.3	3778	14487	7
771433608	Existing Customer	54	M	4	Uneducated	Single	$80K - $120K	Blue	42	5	2	2	11742	0	11742	4053	14480	2
771441558	Existing Customer	49	M	2	Post-Graduate	Married	$60K - $80K	Blue	37	5	3	3	2608	1589	1019	2073	14482	6
771450708	Existing Customer	58	F	3	Graduate	Married	$40K - $60K	Blue	46	5	3	1	4669	1913	2756	4363	14488	7
771453033	Existing Customer	47	M	3	High School	Married	$60K - $80K	Blue	35	5	1	2	17343	1280	16063	3170	12073	5
771455508	Existing Customer	60	F	0	College	Single	Less than $40K	Blue	48	5	1	3	1438.3	0	1438.3	4104	13350	4
771460158	Existing Customer	43	M	3	Graduate	Single	Less than $40K	Blue	31	3	1	2	4098	1776	2322	3939	13352	4
771464808	Existing Customer	35	F	2	Graduate	Single	Less than $40K	Blue	23	6	3	3	2317	1301	1016	4161	13354	1
771469758	Existing Customer	55	M	3	Graduate	Single	$120K +	Blue	43	5	1	3	34516	0	34516	4131	13357	5
771471708	Existing Customer	44	F	2	Graduate	Unknown	Less than $40K	Blue	32	2	1	3	3080	1776	1304	5097	14728	8
771474108	Existing Customer	40	F	2	Uneducated	Married	Less than $40K	Blue	28	3	2	2	1794	1019	775	4455	14721	7
771484908	Existing Customer	31	M	0	Graduate	Divorced	$80K - $120K	Silver	19	1	3	3	34516	1984	32532	14969	14720	6
771486933	Existing Customer	64	M	1	Graduate	Single	Less than $40K	Blue	52	5	3	2	2563	2242	321	3942	14723	4
771488583	Existing Customer	46	F	1	Graduate	Single	$40K - $60K	Blue	34	4	2	2	3569	0	3569	4186	14722	6
771490833	Existing Customer	52	M	1	College	Single	$80K - $120K	Blue	40	5	1	1	4745	1227	3518	1140	14724	4
771492408	Existing Customer	40	F	2	Graduate	Married	Less than $40K	Blue	28	3	1	2	2421	1747	674	1346	14727	6
771497283	Existing Customer	40	F	2	High School	Divorced	Less than $40K	Blue	28	4	6	3	2917	1310	1607	4736	13492	4
771499233	Existing Customer	46	F	4	High School	Married	Less than $40K	Blue	34	6	1	3	5387	1133	4254	4374	13493	5
771500358	Existing Customer	43	F	2	Uneducated	Divorced	Less than $40K	Blue	31	5	3	1	4332	1313	3019	4093	13490	10
771502383	Existing Customer	54	F	1	High School	Married	Less than $40K	Blue	42	3	5	4	2474	1539	935	4884	13491	8
771503958	Existing Customer	49	M	2	Unknown	Single	$40K - $60K	Blue	37	5	1	3	2993	1265	1728	4089	13494	10
771507258	Existing Customer	38	F	2	Graduate	Single	Less than $40K	Blue	26	1	2	1	3860	1175	2685	14474	13141	3
771516333	Existing Customer	41	F	2	Graduate	Unknown	$40K - $60K	Blue	29	6	2	3	4663	0	4663	3831	13142	4
771518658	Existing Customer	58	F	1	High School	Married	$40K - $60K	Blue	46	5	3	1	1871	1339	532	4553	13144	4
771527508	Existing Customer	60	M	2	Graduate	Single	$60K - $80K	Blue	48	3	4	1	10886	1145	9741	3488	13145	10
771529608	Existing Customer	50	M	2	High School	Married	$120K +	Blue	38	5	6	0	10747	1027	9720	4538	14571	9
771531708	Existing Customer	46	F	2	Unknown	Single	Unknown	Blue	34	6	3	1	7565	887	6678	4683	14280	7
771534408	Existing Customer	52	F	2	College	Single	Less than $40K	Blue	40	4	3	3	2783	2379	404	3897	12949	1
771544533	Attrited Customer	42	F	5	High School	Married	Unknown	Blue	30	3	1	4	3578	0	3578	1015	12943	6
771546708	Existing Customer	46	F	2	Graduate	Single	Less than $40K	Blue	34	2	2	1	1438.3	0	1438.3	5013	12942	6
771556308	Existing Customer	26	F	0	High School	Single	Less than $40K	Blue	13	6	3	4	3517	1195	2322	2255	12941	0
771559158	Existing Customer	58	M	3	Uneducated	Unknown	$80K - $120K	Blue	46	3	1	3	2375	1163	1212	4769	12945	8
771561183	Attrited Customer	42	F	4	Graduate	Single	$40K - $60K	Blue	30	6	3	3	13753	2517	11236	7464	12138	1
771566208	Existing Customer	48	M	3	College	Married	Less than $40K	Blue	36	3	1	2	8795	1318	7477	4681	12139	7
771575058	Existing Customer	45	M	1	Graduate	Married	Less than $40K	Blue	33	4	3	4	2009	1795	214	3172	12133	8
771584658	Existing Customer	46	F	4	Unknown	Single	Unknown	Silver	34	1	2	3	33874	1473	32401	13753	12130	6
771592458	Existing Customer	48	F	1	Graduate	Unknown	Less than $40K	Blue	36	6	2	3	1708	1059	649	4880	12131	7
771594783	Attrited Customer	56	F	1	College	Married	Unknown	Blue	44	2	4	4	1438.3	0	1438.3	2264	12136	7
771599283	Existing Customer	53	M	2	Graduate	Married	$80K - $120K	Blue	41	3	2	5	2492	1668	824	1606	12137	4
771602883	Existing Customer	42	M	3	High School	Single	$80K - $120K	Blue	30	4	5	4	4147	1719	2428	1776	12134	2
771617883	Existing Customer	54	F	2	High School	Single	$40K - $60K	Blue	42	1	2	2	2205	1313	892	4904	14219	8
771626283	Existing Customer	54	M	2	Post-Graduate	Married	$60K - $80K	Platinum	42	1	3	1	34516	1996	32520	15033	14218	9
771630783	Existing Customer	42	F	3	High School	Married	Unknown	Blue	30	1	1	2	1821	935	886	4786	14211	5
771638733	Attrited Customer	49	M	3	Doctorate	Single	$40K - $60K	Blue	37	5	2	3	4354	0	4354	2750	14210	3
771649083	Existing Customer	63	M	0	High School	Married	$80K - $120K	Blue	51	3	3	4	10257	1021	9236	1508	14213	5
771653583	Existing Customer	58	M	1	High School	Married	$60K - $80K	Blue	46	3	2	4	4188	1147	3041	1276	14212	6
771666783	Existing Customer	43	F	5	College	Married	$40K - $60K	Blue	31	5	1	1	5302	1136	4166	4883	14215	7
771669183	Existing Customer	49	M	1	Graduate	Married	$60K - $80K	Blue	37	5	1	4	4854	1212	3642	3651	14214	8
771674958	Existing Customer	45	M	2	High School	Married	$40K - $60K	Blue	33	1	3	3	11529	1823	9706	8135	14217	7
771682533	Existing Customer	43	F	3	Unknown	Married	Less than $40K	Blue	31	4	3	2	5702	0	5702	3928	14216	5
771688983	Existing Customer	53	F	2	High School	Single	Less than $40K	Blue	41	4	1	2	2252	1811	441	4201	12305	4
771693933	Existing Customer	62	F	1	Graduate	Married	Less than $40K	Blue	50	6	6	4	2802	1977	825	1757	12304	1
771698658	Existing Customer	44	M	5	Graduate	Married	$60K - $80K	Blue	32	4	5	3	11376	2006	9370	1302	12307	7
771706308	Existing Customer	46	M	2	Doctorate	Single	$80K - $120K	Blue	34	4	3	2	14310	694	13616	1254	12306	1
771719283	Existing Customer	39	F	4	Doctorate	Married	Less than $40K	Blue	27	2	1	1	8587	1324	7263	8854	12301	9
771723408	Attrited Customer	37	F	2	Unknown	Single	Less than $40K	Blue	25	3	2	4	1690	0	1690	2645	12303	7
771725808	Existing Customer	43	M	3	Uneducated	Unknown	$80K - $120K	Blue	31	5	1	4	28700	769	27931	3395	12302	6
771730758	Existing Customer	51	F	1	High School	Single	Unknown	Blue	39	4	3	2	5448	0	5448	4443	12309	1
771733608	Attrited Customer	47	F	1	Graduate	Married	$40K - $60K	Blue	35	3	3	5	1438.3	0	1438.3	2276	12308	8
771735933	Existing Customer	48	M	2	High School	Married	$80K - $120K	Blue	36	2	1	1	10761	1722	9039	4731	14058	4
771742533	Existing Customer	48	M	2	Graduate	Unknown	$40K - $60K	Blue	36	5	1	2	13068	1718	11350	937	14051	4
771749733	Existing Customer	41	M	2	Graduate	Single	$40K - $60K	Silver	30	5	2	3	17706	1081	16625	3680	14057	2
771752508	Existing Customer	40	F	3	Doctorate	Married	Less than $40K	Blue	29	1	1	1	4660	1844	2816	8571	14056	9
771756333	Existing Customer	34	F	3	Graduate	Married	Less than $40K	Blue	23	5	3	3	2263	1794	469	2154	14055	5
771769383	Existing Customer	42	F	3	Unknown	Married	Less than $40K	Blue	31	2	3	2	2940	0	2940	14792	14054	6
771772083	Existing Customer	48	M	4	Graduate	Married	$60K - $80K	Blue	37	2	1	1	13197	0	13197	8424	13413	7
771776808	Attrited Customer	44	M	4	Uneducated	Married	$40K - $60K	Blue	33	5	4	3	1527	0	1527	1877	13410	4
771783333	Attrited Customer	49	F	1	Uneducated	Divorced	$40K - $60K	Blue	37	6	2	2	2173	0	2173	2379	13416	2
771790083	Existing Customer	43	F	3	Unknown	Married	Less than $40K	Silver	32	4	3	2	10466	2080	8386	4116	13417	6
771795933	Attrited Customer	49	M	4	Unknown	Single	$120K +	Blue	38	3	3	4	34516	2517	31999	2376	13235	8
771799008	Existing Customer	61	F	1	Graduate	Married	Unknown	Blue	50	3	3	1	3359	1405	1954	4871	12526	5
771809733	Attrited Customer	64	F	0	High School	Married	$40K - $60K	Blue	53	1	3	3	3353	0	3353	960	12521	4
771816408	Existing Customer	44	F	4	Uneducated	Married	Less than $40K	Blue	33	5	4	2	9671	704	8967	2955	12523	3
771819258	Existing Customer	52	M	1	Unknown	Married	$120K +	Blue	40	4	1	2	3614	0	3614	4561	14435	9
771823308	Existing Customer	33	F	2	Uneducated	Unknown	Less than $40K	Blue	21	5	1	4	1475	986	489	1896	14437	1
771829758	Existing Customer	36	M	3	Uneducated	Married	$80K - $120K	Blue	25	6	3	3	21434	1345	20089	2143	13479	7
771833433	Attrited Customer	49	M	2	High School	Married	$80K - $120K	Blue	38	3	2	4	29893	0	29893	2063	13803	2
771844458	Existing Customer	40	F	3	Graduate	Married	Unknown	Blue	28	6	1	2	20420	1657	18763	1804	13039	1
771852483	Existing Customer	46	M	3	Graduate	Single	$80K - $120K	Blue	35	6	3	4	4930	0	4930	3343	13035	3
771854808	Existing Customer	45	M	4	Graduate	Married	$60K - $80K	Blue	34	6	2	3	2731	1868	863	3915	13036	4
771862308	Existing Customer	50	M	1	College	Single	$80K - $120K	Blue	39	4	3	2	5856	2007	3849	4916	13037	8
771865908	Attrited Customer	48	F	2	Graduate	Single	Unknown	Blue	37	4	2	3	11750	487	11263	2532	13030	9
771869508	Existing Customer	51	F	2	Uneducated	Married	Less than $40K	Blue	40	4	3	3	1612	831	781	4924	13031	6
771872733	Existing Customer	38	M	0	Unknown	Married	$60K - $80K	Blue	26	5	2	1	3809	1521	2288	4666	13032	0
771881283	Existing Customer	42	M	1	Uneducated	Divorced	$60K - $80K	Blue	30	3	2	2	18570	1892	16678	4036	13033	3
771886233	Existing Customer	48	M	1	Unknown	Married	$60K - $80K	Silver	37	6	3	5	25270	1090	24180	1941	12815	2
771894558	Existing Customer	50	M	3	High School	Single	$80K - $120K	Blue	39	4	1	4	9964	1559	8405	1626	12814	2
771899433	Attrited Customer	48	M	3	Graduate	Married	$80K - $120K	Blue	37	5	2	4	7970	2434	5536	1263	12817	1
771903033	Existing Customer	36	F	1	Graduate	Married	Less than $40K	Blue	25	5	1	2	2999	1247	1752	2017	12816	5
771907158	Existing Customer	54	M	5	Unknown	Married	$120K +	Blue	42	1	1	3	3731	1903	1828	4667	12811	6
771912408	Existing Customer	49	F	2	Graduate	Married	Less than $40K	Blue	38	3	3	1	6674	1402	5272	7468	12810	9
771918033	Existing Customer	54	M	4	Graduate	Single	$80K - $120K	Blue	43	3	4	3	8208	1256	6952	4824	12819	4
771922008	Existing Customer	57	F	2	Unknown	Single	Less than $40K	Blue	46	5	2	2	5443	1889	3554	4416	13618	6
771928608	Existing Customer	34	M	1	Uneducated	Single	$60K - $80K	Blue	23	6	1	1	2033	1832	201	4110	13619	6
771935283	Existing Customer	47	F	4	Graduate	Single	$40K - $60K	Blue	36	1	2	1	2977	1927	1050	5217	13614	5
771942333	Existing Customer	65	M	1	College	Single	Less than $40K	Blue	54	5	2	2	5363	1309	4054	3855	13615	5
771952683	Existing Customer	47	F	3	High School	Married	Less than $40K	Blue	36	3	2	2	3035	0	3035	3847	13616	2
771960708	Existing Customer	51	M	2	Graduate	Married	$80K - $120K	Blue	40	3	2	4	3290	2461	829	3591	13617	4
771963708	Attrited Customer	56	M	3	Unknown	Married	$60K - $80K	Blue	45	5	3	2	12248	0	12248	767	13611	4
771976683	Existing Customer	54	F	1	College	Married	Unknown	Blue	43	3	3	2	5839	2130	3709	1640	13613	3
771982083	Existing Customer	44	M	4	Doctorate	Married	$80K - $120K	Blue	33	3	1	3	4552	1144	3408	14418	12227	8
771989733	Existing Customer	37	M	2	Unknown	Single	$40K - $60K	Blue	26	4	1	2	3664	1449	2215	4413	12224	7
772000533	Existing Customer	59	M	1	Graduate	Married	$60K - $80K	Blue	48	4	3	2	14257	1113	13144	1809	12225	2
772031733	Existing Customer	40	M	4	Graduate	Single	$80K - $120K	Blue	29	5	1	2	14315	690	13625	2603	12222	5
772036233	Existing Customer	62	M	1	Graduate	Single	$80K - $120K	Blue	51	6	2	3	5711	0	5711	4320	12223	8
772047183	Existing Customer	45	M	4	High School	Married	$40K - $60K	Blue	34	6	3	3	3104	1766	1338	1353	12220	8
772051308	Existing Customer	55	F	3	Graduate	Single	Unknown	Blue	44	6	6	3	2553	1823	730	3853	12231	1
772054458	Existing Customer	43	M	3	Unknown	Unknown	$60K - $80K	Blue	32	4	1	3	2476	1944	532	4025	12230	0
772063308	Existing Customer	45	M	2	Graduate	Single	$60K - $80K	Blue	34	5	1	1	13362	0	13362	4155	12239	4
772069683	Existing Customer	59	M	0	High School	Married	$60K - $80K	Blue	48	3	1	3	3868	1384	2484	4716	12977	8
772073508	Attrited Customer	52	F	1	College	Single	Less than $40K	Blue	41	5	3	6	1764	0	1764	2740	14233	2
772076208	Existing Customer	58	M	4	College	Single	$80K - $120K	Blue	47	6	3	0	26108	1146	24962	3677	12078	5
772082208	Existing Customer	39	M	1	Graduate	Single	$120K +	Blue	28	4	2	2	16199	0	16199	4254	12077	4
772086408	Existing Customer	38	M	3	High School	Single	$80K - $120K	Blue	27	4	1	4	6162	943	5219	1527	12076	6
772095858	Existing Customer	38	F	2	Graduate	Single	Unknown	Blue	27	4	2	3	13429	1246	12183	3929	12075	4
772098858	Existing Customer	44	F	4	Uneducated	Married	Unknown	Blue	33	1	2	1	8230	1333	6897	7736	12074	9
772103208	Existing Customer	44	F	5	High School	Unknown	Unknown	Blue	33	4	3	2	13349	0	13349	3534	12072	0
772105608	Existing Customer	48	F	4	Uneducated	Single	Less than $40K	Blue	37	6	3	4	2646	872	1774	4246	12071	9
772111083	Existing Customer	50	M	1	High School	Married	$80K - $120K	Blue	39	3	3	2	5384	1396	3988	4338	12070	3
772116408	Existing Customer	50	M	1	High School	Single	$40K - $60K	Blue	39	4	1	1	2421	1029	1392	2377	13308	4
772118583	Existing Customer	43	F	1	Uneducated	Married	Less than $40K	Blue	32	6	2	2	2667	1590	1077	4596	13309	10
772127508	Attrited Customer	31	F	1	Uneducated	Married	Less than $40K	Blue	20	6	2	2	1438.3	0	1438.3	2614	13304	2
772133808	Existing Customer	47	F	3	Post-Graduate	Single	$40K - $60K	Blue	36	6	5	0	3114	1059	2055	4342	13305	8
772137183	Attrited Customer	52	M	2	Graduate	Single	$120K +	Blue	41	1	3	1	31668	810	30858	1822	13302	4
772139433	Existing Customer	44	F	2	College	Single	$40K - $60K	Blue	33	4	2	3	4589	1240	3349	1637	13303	8
772143333	Existing Customer	46	F	2	High School	Single	Less than $40K	Blue	35	6	3	3	2170	1498	672	4569	13301	6
772145658	Existing Customer	43	M	4	Uneducated	Single	$80K - $120K	Blue	32	4	1	3	16043	2036	14007	1394	14775	4
772148058	Existing Customer	45	M	3	Graduate	Unknown	$80K - $120K	Blue	34	6	6	3	2210	759	1451	2755	14772	4
772150983	Attrited Customer	48	F	3	High School	Unknown	Less than $40K	Blue	37	4	2	1	2363	978	1385	2635	14770	1
772155108	Existing Customer	62	F	0	High School	Married	Less than $40K	Blue	51	6	3	4	1438.3	0	1438.3	1445	14778	2
772162683	Attrited Customer	34	F	2	Graduate	Married	Less than $40K	Blue	23	6	2	2	3116	0	3116	2768	14779	0
772166058	Existing Customer	31	M	1	Unknown	Single	$40K - $60K	Blue	20	1	2	3	3232	1564	1668	13142	13694	4
772172883	Existing Customer	46	F	2	Uneducated	Unknown	$40K - $60K	Blue	35	6	2	1	6145	1349	4796	4893	13695	8
772177308	Existing Customer	47	F	2	Unknown	Unknown	Less than $40K	Blue	36	4	2	2	1738	0	1738	2572	13696	6
772189308	Existing Customer	59	F	1	College	Single	Less than $40K	Blue	48	5	2	0	2601	1888	713	4899	13697	7
772198983	Existing Customer	53	F	2	Graduate	Married	$40K - $60K	Blue	42	3	5	1	3024	1649	1375	4463	13690	5
772202058	Existing Customer	64	M	0	Graduate	Married	Less than $40K	Blue	53	3	3	4	2084	1647	437	1597	13691	5
772204758	Existing Customer	42	F	2	Post-Graduate	Unknown	Less than $40K	Blue	31	3	2	2	3809	1165	2644	2306	13692	9
772207683	Existing Customer	34	M	2	Graduate	Single	Less than $40K	Blue	23	1	3	2	8940	1518	7422	14459	13693	5
772216833	Existing Customer	47	F	5	Graduate	Single	Less than $40K	Blue	36	1	2	1	2761	1950	811	4510	13699	8
772220433	Existing Customer	44	M	3	College	Unknown	$60K - $80K	Blue	33	6	3	2	15468	1187	14281	4484	12090	4
772231233	Existing Customer	41	F	2	Graduate	Married	Less than $40K	Blue	30	6	2	4	2157	721	1436	4250	12325	4
772236108	Existing Customer	40	F	1	Graduate	Married	Unknown	Blue	29	5	1	3	8398	1892	6506	1489	12997	6
772243833	Existing Customer	54	F	0	Doctorate	Single	Less than $40K	Blue	43	4	1	3	3186	968	2218	4077	12998	2
772248408	Existing Customer	40	F	3	Graduate	Single	Less than $40K	Blue	29	5	1	4	2694	1833	861	3366	12143	4
772264383	Existing Customer	44	M	2	Graduate	Single	$120K +	Blue	33	4	1	3	13301	0	13301	1385	12141	10
772268058	Existing Customer	46	F	4	Uneducated	Single	Less than $40K	Blue	35	5	2	3	2722	1473	1249	3129	12140	10
772271508	Attrited Customer	46	F	3	Uneducated	Single	Unknown	Blue	35	2	3	3	1706	0	1706	2320	12147	1
772273983	Attrited Customer	48	M	4	Uneducated	Single	$40K - $60K	Blue	37	1	3	4	5268	2191	3077	2138	12144	2
772277508	Existing Customer	65	F	1	Unknown	Single	Less than $40K	Blue	54	4	2	2	2209	0	2209	3292	12149	8
772286658	Attrited Customer	63	M	1	Graduate	Single	$60K - $80K	Blue	52	6	4	3	14324	2507	11817	2083	12148	7
772288758	Existing Customer	47	F	4	Graduate	Married	Unknown	Blue	36	4	1	3	5349	1228	4121	1343	14129	8
772292358	Attrited Customer	30	M	1	College	Divorced	Less than $40K	Blue	19	4	3	3	7970	0	7970	1284	14127	6
772300383	Existing Customer	57	F	2	Unknown	Married	$40K - $60K	Blue	46	3	1	3	5073	1533	3540	13420	14126	4
772303458	Existing Customer	62	F	0	Doctorate	Married	$40K - $60K	Blue	51	3	3	2	3377	948	2429	1407	12993	8
772306383	Attrited Customer	57	F	3	Unknown	Unknown	Less than $40K	Blue	43	5	3	2	1462	0	1462	2299	12995	10
772308408	Existing Customer	44	M	3	Graduate	Single	$80K - $120K	Blue	33	6	3	3	4131	785	3346	906	14240	7
772310958	Existing Customer	42	F	2	Graduate	Married	Less than $40K	Blue	31	4	6	3	4311	822	3489	4965	14241	2
772313358	Existing Customer	50	M	3	High School	Single	$80K - $120K	Blue	39	3	3	2	21322	2216	19106	8693	12986	4
772323033	Existing Customer	44	F	4	Graduate	Single	Less than $40K	Blue	33	3	2	2	4606	1556	3050	4363	14085	4
772329183	Existing Customer	48	M	5	Unknown	Married	$40K - $60K	Blue	38	4	4	1	5219	1081	4138	3481	13469	9
772334133	Existing Customer	53	F	1	Graduate	Married	Unknown	Blue	42	2	1	3	4637	0	4637	4583	13468	4
772336458	Attrited Customer	60	F	1	Uneducated	Married	$40K - $60K	Blue	50	4	4	3	1438.3	1025	413.3	702	14785	9
772339383	Existing Customer	54	M	3	Post-Graduate	Single	$40K - $60K	Blue	44	2	5	3	4216	1290	2926	13787	14781	1
772341783	Attrited Customer	45	F	3	High School	Single	Unknown	Blue	35	3	2	6	3512	2517	995	1801	12912	0
772346358	Existing Customer	52	F	3	Uneducated	Single	Less than $40K	Blue	41	2	1	2	1801	0	1801	5047	12913	6
772353408	Existing Customer	43	F	5	Unknown	Single	$40K - $60K	Blue	33	4	3	4	5330	1161	4169	1441	12914	2
772360683	Existing Customer	57	M	1	High School	Married	$120K +	Blue	46	3	3	4	31762	2517	29245	1515	12916	9
772364358	Existing Customer	54	F	2	High School	Unknown	Less than $40K	Blue	44	1	1	1	2691	811	1880	4413	12917	0
772366833	Existing Customer	50	M	2	Graduate	Single	$40K - $60K	Blue	40	3	2	3	4003	1851	2152	15476	14543	8
772375533	Existing Customer	30	M	1	Graduate	Married	$80K - $120K	Blue	19	5	3	2	9959	2377	7582	1560	14545	7
772382283	Attrited Customer	46	F	3	Graduate	Married	Less than $40K	Blue	36	3	3	3	2302	1593	709	2689	14546	2
772388508	Existing Customer	43	F	3	Graduate	Married	Unknown	Blue	32	2	3	3	8314	1349	6965	5028	14730	7
772390908	Attrited Customer	59	M	0	High School	Single	$40K - $60K	Blue	48	2	4	3	3616	1054	2562	687	14731	8
772394883	Attrited Customer	60	F	1	Uneducated	Single	Unknown	Blue	50	3	6	3	7359	0	7359	2869	14008	1
772399983	Existing Customer	55	M	2	College	Single	$80K - $120K	Silver	45	3	1	4	34516	1433	33083	1966	14009	6
772401933	Existing Customer	36	F	1	Unknown	Single	Less than $40K	Blue	26	3	3	2	2517	0	2517	3569	14001	2
